action/timestep,action/mean_token_entropy,action/cum_mean_token_entropy,action/max_token_entropy,action/cum_max_token_entropy,action/mean_token_prob,action/cum_mean_token_prob,action/max_token_prob,action/cum_max_token_prob,action/token_0_entropy,action/cum_token_0_entropy,action/token_0_prob,action/cum_token_0_prob,action/token_1_entropy,action/cum_token_1_entropy,action/token_1_prob,action/cum_token_1_prob,action/token_2_entropy,action/cum_token_2_entropy,action/token_2_prob,action/cum_token_2_prob,action/token_3_entropy,action/cum_token_3_entropy,action/token_3_prob,action/cum_token_3_prob,action/token_4_entropy,action/cum_token_4_entropy,action/token_4_prob,action/cum_token_4_prob,action/token_5_entropy,action/cum_token_5_entropy,action/token_5_prob,action/cum_token_5_prob,action/token_6_entropy,action/cum_token_6_entropy,action/token_6_prob,action/cum_token_6_prob,action/dx,action/dy,action/dz,action/droll,action/dpitch,action/dyaw,action/dgripper,action/dpos,action/drot,action/cum_dpos,action/cum_drot
0,0.8681455850601196,0.8681455850601196,1.6233510971069336,1.6233510971069336,0.7583065629005432,0.7583065629005432,1.0,1.0,1.3209948539733887,1.3209948539733887,0.7806674242019653,0.7806674242019653,1.6233510971069336,1.6233510971069336,0.5471556782722473,0.5471556782722473,1.088263988494873,1.088263988494873,0.6946682333946228,0.6946682333946228,0.37802642583847046,0.37802642583847046,0.9300608038902283,0.9300608038902283,1.3712321519851685,1.3712321519851685,0.4342091977596283,0.4342091977596283,0.295149564743042,0.295149564743042,0.9213839769363403,0.9213839769363403,8.81784501416405e-07,8.81784501416405e-07,1.0,1.0,-0.0035639009405585044,-0.015317074256784809,-0.00985477902214317,-0.029514215334957808,0.007257778639302506,-0.16447011486104893,0.996078431372549,0.018558847574061454,0.16725484429463322,0.018558847574061454,0.16725484429463322
1,1.1361987590789795,2.004344344139099,2.2284092903137207,3.8517603874206543,0.6657869219779968,1.42409348487854,1.0,2.0,2.2284092903137207,3.5494041442871094,0.4739088714122772,1.2545762956142426,1.8249053955078125,3.448256492614746,0.48635610938072205,1.0335117876529694,0.9174368381500244,2.0057008266448975,0.7824745178222656,1.4771427512168884,0.5158917903900146,0.8939182162284851,0.8961459398269653,1.8262067437171936,1.0480988025665283,2.4193309545516968,0.6691279411315918,1.10333713889122,1.4186489582061768,1.7137985229492188,0.35249486565589905,1.2738788425922394,1.2740696320179268e-07,1.0091914646181976e-06,1.0,2.0,-0.0035639009405585044,-0.015317074256784809,-0.00985477902214317,-0.029514215334957808,0.034052366924636465,-0.06776223043717594,0.0,0.018558847574061454,0.08137796061483273,0.03711769514812291,0.24863280490946593
2,1.402959942817688,3.407304286956787,2.2268123626708984,6.078572750091553,0.623437762260437,2.047531247138977,1.0,3.0,1.808364748954773,5.357768893241882,0.631244421005249,1.8858207166194916,1.623363971710205,5.071620464324951,0.6123555302619934,1.6458673179149628,1.676492691040039,3.6821935176849365,0.40863534808158875,1.8857780992984772,1.3166494369506836,2.2105676531791687,0.700312614440918,2.5265193581581116,2.2268123626708984,4.646143317222595,0.3953302502632141,1.4986673891544342,1.1690349578857422,2.882833480834961,0.6161864399909973,1.8900652825832367,2.9794200440136365e-10,1.009489406622599e-06,1.0,3.0,-0.0035639009405585044,-0.015317074256784809,-0.025963946140426047,-0.028875621106110458,0.02936331397470303,0.04022824050281551,0.0,0.030355240945920993,0.05757010540022493,0.0674729360940439,0.3062029103096909
3,1.1021250486373901,4.509429335594177,1.844120979309082,7.922693729400635,0.662368893623352,2.709900140762329,1.0,4.0,1.844120979309082,7.201889872550964,0.6716909408569336,2.557511657476425,1.4616341590881348,6.533254623413086,0.6047244668006897,2.2505917847156525,1.2933902740478516,4.975583791732788,0.5555036067962646,2.441281706094742,0.5389059782028198,2.7494736313819885,0.8827526569366455,3.409272015094757,1.1603145599365234,5.806457877159119,0.4946673810482025,1.9933347702026367,1.4165090322494507,4.299342513084412,0.42724287509918213,2.317308157682419,2.0337373030088202e-07,1.212863136923481e-06,1.0,4.0,-0.0035639009405585044,-0.015317074256784809,-0.00985477902214317,-0.029514215334957808,0.034052366924636465,-0.16447011486104893,0.996078431372549,0.018558847574061454,0.17053173101336586,0.08603178366810535,0.47673464132305676
4,1.0164954662322998,5.525924801826477,2.4662837982177734,10.388977527618408,0.6859627366065979,3.395862877368927,0.9889212846755981,4.988921284675598,2.4662837982177734,9.668173670768738,0.35467222332954407,2.9121838808059692,0.45468956232070923,6.987944185733795,0.8963128328323364,3.146904617547989,1.5438631772994995,6.519446969032288,0.4369298815727234,2.878211587667465,1.19212806224823,3.9416016936302185,0.5583038330078125,3.9675758481025696,0.2589423358440399,6.065400213003159,0.9633956551551819,2.9567304253578186,1.1133511066436768,5.412693619728088,0.6032031178474426,2.9205112755298615,0.08621009439229965,0.08621130725543658,0.9889212846755981,4.988921284675598,-0.001998181251918585,-0.00042412251234059256,-0.008555652641636487,0.001776901878562484,0.0005591315679690234,0.04345183665027799,0.996078431372549,0.00879612416609352,0.043491747684805446,0.09482790783419887,0.5202263890078622
5,0.7952193021774292,6.321144104003906,1.9691731929779053,12.358150720596313,0.7373067736625671,4.133169651031494,0.9761343598365784,5.9650556445121765,0.18593168258666992,9.854105353355408,0.9654068350791931,3.8775907158851624,0.367321252822876,7.355265438556671,0.9114040732383728,4.058308690786362,0.3222735822200775,6.841720551252365,0.911638617515564,3.789850205183029,0.8974972367286682,4.839098930358887,0.5039451718330383,4.471521019935608,0.1412128508090973,6.206613063812256,0.9761343598365784,3.932864785194397,1.9691731929779053,7.381866812705994,0.3212866187095642,3.2417978942394257,1.683125376701355,1.7693366839567917,0.5713314414024353,5.5602527260780334,0.002251629331532626,0.015440108693697809,-0.01946831423789263,0.009440032624730726,0.02132493748910283,0.05312262509266527,0.996078431372549,0.02494959018471353,0.05801620869727695,0.1197774980189124,0.5782425977051392
6,1.328652262687683,7.649796366691589,2.90010404586792,15.258254766464233,0.6046396493911743,4.7378093004226685,0.9932783246040344,6.958333969116211,0.6960660219192505,10.550171375274658,0.7568932771682739,4.634483993053436,1.610503077507019,8.96576851606369,0.41358712315559387,4.471895813941956,1.6218403577804565,8.463560909032822,0.4392773509025574,4.2291275560855865,0.05054766312241554,4.889646593481302,0.9932783246040344,5.464799344539642,1.4443724155426025,7.650985479354858,0.625216543674469,4.558081328868866,0.977132260799408,8.358999073505402,0.6555267572402954,3.897324651479721,2.90010404586792,4.669440729824712,0.3486974239349365,5.90895015001297,0.002251629331532626,-0.0013954019739347845,-0.019728139513993964,0.0004997134208677839,0.0032385903965024138,-0.01779649015150825,0.996078431372549,0.019905187012411844,0.01809566917723805,0.13968268503132425,0.5963382668823772
7,1.6916981935501099,9.3414945602417,2.5646731853485107,17.822927951812744,0.45154714584350586,5.189356446266174,0.8507014513015747,7.809035420417786,2.5646731853485107,13.114844560623169,0.3317778706550598,4.966261863708496,1.7884199619293213,10.754188477993011,0.5553960204124451,5.027291834354401,1.9962135553359985,10.45977446436882,0.2894090712070465,4.518536627292633,1.1433324813842773,6.03297907486558,0.48817700147628784,5.95297634601593,1.603257417678833,9.254242897033691,0.3727004826068878,4.930781811475754,0.6898571848869324,9.048856258392334,0.8507014513015747,4.748026102781296,2.056133270263672,6.7255740000883835,0.27266809344291687,6.181618243455887,0.002251629331532626,0.003784755154567561,-0.010114604298244505,-0.00013888080797956615,-0.004129921381964441,0.054734423166396456,0.996078431372549,0.01103174629588217,0.054890186899464906,0.1507144313272064,0.6512284537818421
8,1.561939001083374,10.903433561325073,2.1098363399505615,19.932764291763306,0.4881119132041931,5.677468359470367,0.7493007779121399,8.558336198329926,1.9968419075012207,15.11168646812439,0.4703880548477173,5.436649918556213,1.0520095825195312,11.806198060512543,0.5996545553207397,5.62694638967514,1.128540277481079,11.5883147418499,0.7493007779121399,5.267837405204773,1.867112398147583,7.900091473013163,0.2786414325237274,6.231617778539658,1.2946120500564575,10.548854947090149,0.5697951316833496,5.500576943159103,1.4846205711364746,10.533476829528809,0.3509043753147125,5.098930478096008,2.1098363399505615,8.835410340038944,0.3980991244316101,6.579717367887497,-0.001998181251918585,0.015440108693697809,-0.011673555954852527,0.007524249938188662,-0.016857350817498062,0.1385479230004197,0.996078431372549,0.019459229003734823,0.13977235628494916,0.17017366033094122,0.7910008100667913
9,1.0317705869674683,11.935204148292542,1.9935312271118164,21.926295518875122,0.6517594456672668,6.329227805137634,0.9715524315834045,9.52988862991333,0.7028912305831909,15.81457769870758,0.7667105197906494,6.203360438346863,0.9521673321723938,12.758365392684937,0.7371365427970886,6.364082932472229,0.15466585755348206,11.742980599403381,0.9715524315834045,6.2393898367881775,1.7237080335617065,9.62379950657487,0.3440484404563904,6.575666218996048,1.4945005178451538,12.043355464935303,0.39035627245903015,5.8909332156181335,0.20092979073524475,10.734406620264053,0.9627918601036072,6.0617223381996155,1.9935312271118164,10.82894156715076,0.38972005248069763,6.969437420368195,0.0009095838841269785,-0.00010036269180919988,-0.009594953746041836,0.004331278793951912,-0.0014504625534310367,0.01927486554430974,0.996078431372549,0.009638493289972919,0.019808691510573382,0.17981215362091413,0.8108095015773648
10,0.855097234249115,12.790301382541656,1.71439528465271,23.640690803527832,0.7245641350746155,7.05379194021225,0.9953794479370117,10.525268077850342,1.442104697227478,17.25668239593506,0.4095885455608368,6.6129489839077,0.7008355855941772,13.459200978279114,0.7809218168258667,7.145004749298096,0.49357834458351135,12.236558943986893,0.9122581481933594,7.151647984981537,1.71439528465271,11.33819479122758,0.3190529942512512,6.894719213247299,1.16851806640625,13.211873531341553,0.7456471920013428,6.636580407619476,0.42889344692230225,11.163300067186356,0.909100353717804,6.970822691917419,0.037355177104473114,10.866296744255234,0.9953794479370117,7.964816868305206,0.006277765673749571,0.0024897158724419693,-0.005697574604521784,-0.0058862288676057445,-0.06240815090256579,0.06601700968251498,0.996078431372549,0.008835801228756192,0.09103664403294166,0.1886479548496703,0.9018461456103064
11,1.4866405725479126,14.276941955089569,1.9254461526870728,25.566136956214905,0.5345196723937988,7.588311612606049,0.800711452960968,11.32597953081131,1.6955417394638062,18.952224135398865,0.3770924210548401,6.99004140496254,1.090130090713501,14.549331068992615,0.6372758746147156,7.782280623912811,1.9254461526870728,14.162005096673965,0.46084481477737427,7.612492799758911,1.9084159135818481,13.246610704809427,0.35367679595947266,7.248396009206772,1.1835945844650269,14.39546811580658,0.6841100454330444,7.320690453052521,0.8152059316635132,11.978505998849869,0.800711452960968,7.7715341448783875,1.788149118423462,12.654445862678696,0.4279261827468872,8.392743051052094,0.0018042808490640778,0.014792589052635016,-0.003878797671812425,0.009440032624730726,-0.00011073313916434846,0.04345183665027799,0.996078431372549,0.015398739936803083,0.04446558878578503,0.2040466947864734,0.9463117343960914
12,1.0114800930023193,15.288422048091888,1.970290184020996,27.5364271402359,0.7014042139053345,8.289715826511383,0.9838545918464661,12.309834122657776,0.11027669161558151,19.062500827014446,0.9838545918464661,7.973895996809006,1.970290184020996,16.51962125301361,0.3480299711227417,8.130310595035553,0.2657678425312042,14.42777293920517,0.9503871202468872,8.562879920005798,1.2787673473358154,14.525378052145243,0.533417284488678,7.78181329369545,0.684506893157959,15.079975008964539,0.8729555606842041,8.193646013736725,1.2608779668807983,13.239383965730667,0.5360130667686462,8.307547211647034,1.5098729133605957,14.164318776039291,0.6851715445518494,9.077914595603943,0.006277765673749571,0.008317392642007093,-0.005697574604521784,0.037538178694014254,-0.059058827366899054,0.06601700968251498,0.996078431372549,0.011876519632868617,0.09620449842412883,0.215923214419342,1.0425162328202202
13,0.9701369404792786,16.258558988571167,2.0502657890319824,29.586692929267883,0.7337487936019897,9.023464620113373,0.9941071271896362,13.303941249847412,0.6766547560691833,19.73915558308363,0.8102865219116211,8.784182518720627,1.7268850803375244,18.246506333351135,0.42616647481918335,8.556477069854736,0.511471152305603,14.939244091510773,0.8908368349075317,9.45371675491333,0.77742600440979,15.302804056555033,0.83596271276474,8.61777600646019,1.0036559104919434,16.083630919456482,0.7571653723716736,8.950811386108398,0.044599466025829315,13.283983431756496,0.9941071271896362,9.30165433883667,2.0502657890319824,16.214584565071274,0.42171648144721985,9.499631077051163,0.006277765673749571,0.0079936328214757,-0.009594953746041836,-0.0020546634945216302,0.011946831589235957,0.07568779812490231,0.996078431372549,0.013977540732466646,0.07665240512921465,0.22990075515180866,1.1191686379494348
14,0.5328195095062256,16.791378498077393,1.0206904411315918,30.607383370399475,0.8254614472389221,9.848926067352295,0.998963475227356,14.302904725074768,0.9722243547439575,20.711379937827587,0.6803051829338074,9.464487701654434,0.16622419655323029,18.412730529904366,0.9747914671897888,9.531268537044525,0.9768897294998169,15.91613382101059,0.7428150773048401,10.19653183221817,0.5525813102722168,15.85538536682725,0.8069513440132141,9.424727350473404,0.009696662425994873,16.093327581882477,0.998963475227356,9.949774861335754,1.0206904411315918,14.304673872888088,0.577850341796875,9.879504680633545,0.031429894268512726,16.246014459339786,0.9965529441833496,10.496184021234512,0.0020279550902983536,0.0011946765903163847,-0.009335128469940498,0.007524249938188662,0.011946831589235957,-0.003290307487927302,0.996078431372549,0.009627277785231432,0.014497146116357133,0.2395280329370401,1.133665784065792
15,0.7430738806724548,17.534452378749847,2.2515618801116943,32.85894525051117,0.8269932866096497,10.675919353961945,0.9481002688407898,15.251004993915558,2.2515618801116943,22.96294181793928,0.3600699305534363,9.82455763220787,0.5584606528282166,18.971191182732582,0.8809452056884766,10.412213742733002,0.24270020425319672,16.158834025263786,0.9481002688407898,11.14463210105896,0.6033986806869507,16.4587840475142,0.8832310438156128,10.307958394289017,0.4312294125556946,16.52455699443817,0.9253286123275757,10.87510347366333,0.5547033548355103,14.859377227723598,0.9050021767616272,10.784506857395172,0.5594629049301147,16.8054773642699,0.8862757682800293,11.382459789514542,0.00717246263868666,-0.00042412251234059256,-0.008036002089433811,0.005608467251646612,-0.03159437437443174,0.0063804809544599494,0.996078431372549,0.010779676701562746,0.03271650858870438,0.2503077096386028,1.1663822926544964
16,0.7217366695404053,18.256189048290253,1.2901703119277954,34.149115562438965,0.8006735444068909,11.476592898368835,0.9509992003440857,16.202004194259644,0.8976095914840698,23.86055140942335,0.7937256097793579,10.618283241987228,0.278463214635849,19.24965439736843,0.9509992003440857,11.363212943077087,0.3129706382751465,16.471804663538933,0.9476130604743958,12.092245161533356,0.9334359169006348,17.392219964414835,0.6585575342178345,10.966515928506851,1.2901703119277954,17.814727306365967,0.5746796131134033,11.449783086776733,0.5027308464050293,15.362108074128628,0.875617265701294,11.660124123096466,0.8367758393287659,17.642253203598667,0.803521990776062,12.185981780290604,-0.0008798100457472133,-0.00042412251234059256,-0.0121932065070552,0.02732067103245661,0.03338250221750312,0.0015450867332663376,0.996078431372549,0.012232261873658733,0.043164775141064156,0.26253997151226155,1.2095470677955606
17,0.9212134480476379,19.17740249633789,2.103877544403076,36.25299310684204,0.7147477269172668,12.191340625286102,0.9735168814659119,17.175521075725555,0.8625776767730713,24.723129086196423,0.5145835280418396,11.132866770029068,0.7257626056671143,19.975417003035545,0.7869828343391418,12.15019577741623,1.055862545967102,17.527667209506035,0.668076753616333,12.760321915149689,1.014505386352539,18.406725350767374,0.7961357235908508,11.762651652097702,2.103877544403076,19.918604850769043,0.3884916305541992,11.838274717330933,0.5159912705421448,15.878099344670773,0.8754463791847229,12.535570502281189,0.16991695761680603,17.812170161215473,0.9735168814659119,13.159498661756516,-0.00311655245808996,0.0011946765903163847,-0.014791459268068569,-0.0033318519522163442,0.02735371985330297,0.011215875175653645,0.996078431372549,0.015163357763319051,0.02975101818762364,0.2777033292755806,1.2392980859831844
18,0.7553122639656067,19.932714760303497,1.6616957187652588,37.9146888256073,0.7720481753349304,12.963388800621033,0.996690034866333,18.17221111059189,1.3446195125579834,26.067748598754406,0.4785083830356598,11.611375153064728,0.6280300617218018,20.603447064757347,0.8609607219696045,13.011156499385834,1.6616957187652588,19.189362928271294,0.5839220881462097,13.344244003295898,1.0783065557479858,19.48503190651536,0.5774187445640564,12.340070396661758,0.41384291648864746,20.33244776725769,0.9243931174278259,12.762667834758759,0.02694527618587017,15.905044620856643,0.996690034866333,13.532260537147522,0.1337457001209259,17.9459158613364,0.9824434518814087,14.141942113637924,0.0018042808490640778,0.001842196231379177,-0.009594953746041836,-0.018019519215705465,-0.004799786089097785,0.004768682880728764,0.996078431372549,0.00993540405448562,0.019247892240015028,0.28763873333006623,1.2585459782231994
19,0.7319470047950745,20.664661765098572,1.3077627420425415,39.22245156764984,0.809883713722229,13.773272514343262,0.99993896484375,19.17215007543564,0.3499715328216553,26.41772013157606,0.9431095719337463,12.554484724998474,1.3077627420425415,21.91120980679989,0.6415843963623047,13.652740895748138,1.1943681240081787,20.383731052279472,0.7291306257247925,14.073374629020691,0.1779327094554901,19.66296461597085,0.9706148505210876,13.310685247182846,0.892738938331604,21.225186705589294,0.670183002948761,13.43285083770752,1.200029730796814,17.105074351653457,0.7146247029304504,14.246885240077972,0.0008248602971434593,17.946740721633542,0.99993896484375,15.141881078481674,0.007396136879920936,0.0011946765903163847,-0.00621722515672446,-0.0014160692656742802,-0.024895727303098247,0.011215875175653645,0.996078431372549,0.009735706525537017,0.027342244715298385,0.29737443985560325,1.2858882229384978
20,1.1400952339172363,21.804756999015808,2.3194010257720947,41.541852593421936,0.6486733555793762,14.421945869922638,1.0,20.17215007543564,2.2704248428344727,28.688144974410534,0.19031646847724915,12.744801193475723,0.7784178256988525,22.68962763249874,0.8056765794754028,14.458417475223541,0.6353777050971985,21.01910875737667,0.8710087537765503,14.944383382797241,0.8139305114746094,20.47689512744546,0.7944653034210205,14.105150550603867,1.1631141901016235,22.388300895690918,0.6684315204620361,14.101282358169556,2.3194010257720947,19.42447537742555,0.21081478893756866,14.457700029015541,2.0881651607851381e-07,17.94674093045006,1.0,16.141881078481674,-0.0013271585282157647,0.0024897158724419693,-0.003878797671812425,0.011994409540120127,-0.004129921381964441,0.0063804809544599494,0.0,0.004796363858524788,0.01419974112607543,0.302170803714128,1.3000879640645733
21,1.0134998559951782,22.818256855010986,1.7598917484283447,43.30174434185028,0.638415515422821,15.060361385345459,1.0,21.17215007543564,1.7598917484283447,30.44803672283888,0.2935485243797302,13.038349717855453,1.221713900566101,23.911341533064842,0.5997582077980042,15.058175683021545,0.690034806728363,21.709143564105034,0.6469871997833252,15.591370582580566,1.0014007091522217,21.47829583659768,0.6611872315406799,14.766337782144547,1.2874538898468018,23.67575478553772,0.624921977519989,14.726204335689545,1.1340035200119019,20.558478897437453,0.6425051689147949,15.100205197930336,4.5850629248889163e-07,17.94674138895635,1.0,17.141881078481674,0.0038173490201725453,0.0015184364108477844,0.003136484782923662,-0.0014160692656742802,-0.002790191967697725,-0.011349297856583396,0.0,0.005168688370284311,0.011772722081967307,0.30733949208441236,1.3118606861465405
